CLUSTERID1	interact	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	SharedMotifs	topX
8713	cosine	8713	0.0	1.0	1.0	1.0	-1		
13995	cosine	13995	0.0	1.0	1.0	1.0	-1		
14203	cosine	14203	0.0	1.0	1.0	1.0	-1	gnps_motif_43.m2m	
9631	cosine	9631	0.0	1.0	1.0	1.0	-1		
12070	cosine	12070	0.0	1.0	1.0	1.0	-1		
13444	cosine	13444	0.0	1.0	1.0	1.0	-1		
10502	cosine	10502	0.0	1.0	1.0	1.0	-1		
9486	cosine	9486	0.0	1.0	1.0	1.0	-1		
1291	cosine	1291	0.0	1.0	1.0	1.0	-1		
9597	cosine	9597	0.0	1.0	1.0	1.0	-1		
10057	cosine	10057	0.0	1.0	1.0	1.0	-1	gnps_motif_13.m2m	
6656	cosine	6656	0.0	1.0	1.0	1.0	-1	gnps_motif_13.m2m	
8026	cosine	8026	0.0	1.0	1.0	1.0	-1		
9437	cosine	9437	0.0	1.0	1.0	1.0	-1		
11652	cosine	11652	0.0	1.0	1.0	1.0	-1		
9097	cosine	9097	0.0	1.0	1.0	1.0	-1		
80	cosine	80	0.0	1.0	1.0	1.0	-1		
102	cosine	102	0.0	1.0	1.0	1.0	-1		
1487	cosine	1487	0.0	1.0	1.0	1.0	-1		
2029	cosine	2029	0.0	1.0	1.0	1.0	-1		
3053	cosine	3053	0.0	1.0	1.0	1.0	-1		
67	cosine	67	0.0	1.0	1.0	1.0	-1		
3977	cosine	3977	0.0	1.0	1.0	1.0	-1		
1507	cosine	1507	0.0	1.0	1.0	1.0	-1		
1795	cosine	1795	0.0	1.0	1.0	1.0	-1		
6306	cosine	6306	0.0	1.0	1.0	1.0	-1		
7727	cosine	7727	0.0	1.0	1.0	1.0	-1		
13282	cosine	13282	0.0	1.0	1.0	1.0	-1		
3515	cosine	3515	0.0	1.0	1.0	1.0	-1		
5794	cosine	5794	0.0	1.0	1.0	1.0	-1		
5337	cosine	5337	0.0	1.0	1.0	1.0	-1		
11353	cosine	11353	0.0	1.0	1.0	1.0	-1		
11691	cosine	11691	0.0	1.0	1.0	1.0	-1	gnps_motif_43.m2m	
14347	cosine	14347	0.0	1.0	1.0	1.0	-1		
7886	cosine	7886	0.0	1.0	1.0	1.0	-1		
8681	cosine	8681	0.0	1.0	1.0	1.0	-1		
7709	cosine	7709	0.0	1.0	1.0	1.0	-1		
904	cosine	904	0.0	1.0	1.0	1.0	-1		
8264	cosine	8264	0.0	1.0	1.0	1.0	-1	gnps_motif_43.m2m	
10323	cosine	10323	0.0	1.0	1.0	1.0	-1		
7578	cosine	7578	0.0	1.0	1.0	1.0	-1	gnps_motif_43.m2m	
13757	cosine	13757	0.0	1.0	1.0	1.0	-1		
10269	cosine	10269	0.0	1.0	1.0	1.0	-1		
2226	cosine	2226	0.0	1.0	1.0	1.0	-1		
336	cosine	336	0.0	1.0	1.0	1.0	-1		
856	cosine	856	0.0	1.0	1.0	1.0	-1		
8820	cosine	8820	0.0	1.0	1.0	1.0	-1		
4200	cosine	4200	0.0	1.0	1.0	1.0	-1	gnps_motif_40.m2m	
2795	cosine	2795	0.0	1.0	1.0	1.0	-1		
5070	cosine	5070	0.0	1.0	1.0	1.0	-1		
6144	cosine	6144	0.0	1.0	1.0	1.0	-1		
4519	cosine	4519	0.0	1.0	1.0	1.0	-1		
898	cosine	898	0.0	1.0	1.0	1.0	-1		
4626	cosine	4626	0.0	1.0	1.0	1.0	-1		
1861	cosine	1861	0.0	1.0	1.0	1.0	-1		
2227	cosine	2227	0.0	1.0	1.0	1.0	-1		
2971	cosine	2971	0.0	1.0	1.0	1.0	-1		
8414	cosine	8414	0.0	1.0	1.0	1.0	-1		
6794	cosine	6794	0.0	1.0	1.0	1.0	-1		
9064	cosine	9064	0.0	1.0	1.0	1.0	-1		
9590	cosine	9590	0.0	1.0	1.0	1.0	-1		
13591	cosine	13591	0.0	1.0	1.0	1.0	-1		
11128	cosine	11128	0.0	1.0	1.0	1.0	-1		
9547	cosine	9547	0.0	1.0	1.0	1.0	-1		
14229	cosine	14229	0.0	1.0	1.0	1.0	-1		
10864	cosine	10864	0.0	1.0	1.0	1.0	-1		
9150	cosine	9150	0.0	1.0	1.0	1.0	-1		
3918	cosine	3918	0.0	1.0	1.0	1.0	-1		
1815	cosine	1815	0.0	1.0	1.0	1.0	-1		
1461	cosine	1461	0.0	1.0	1.0	1.0	-1		
6897	cosine	6897	0.0	1.0	1.0	1.0	-1		
596	cosine	596	0.0	1.0	1.0	1.0	-1		
564	cosine	564	0.0	1.0	1.0	1.0	-1		
543	cosine	543	0.0	1.0	1.0	1.0	-1		
8129	cosine	8129	0.0	1.0	1.0	1.0	-1		
4083	cosine	4083	0.0	1.0	1.0	1.0	-1		
5537	cosine	5537	0.0	1.0	1.0	1.0	-1		
10722	cosine	10722	0.0	1.0	1.0	1.0	-1		
14526	cosine	14526	0.0	1.0	1.0	1.0	-1		
1210	cosine	1210	0.0	1.0	1.0	1.0	-1	gnps_motif_3.m2m,urine_mass2motif_272.m2m,gnps_motif_14.m2m	
9500	cosine	9500	0.0	1.0	1.0	1.0	-1		
6969	cosine	6969	0.0	1.0	1.0	1.0	-1		
4810	cosine	4810	0.0	1.0	1.0	1.0	-1		
5899	cosine	5899	0.0	1.0	1.0	1.0	-1		
3273	cosine	3273	0.0	1.0	1.0	1.0	-1		
2652	cosine	2652	0.0	1.0	1.0	1.0	-1		
2664	cosine	2664	0.0	1.0	1.0	1.0	-1	gnps_motif_38.m2m	
3116	cosine	3116	0.0	1.0	1.0	1.0	-1	gnps_motif_38.m2m,gnps_motif_43.m2m	
3816	cosine	3816	0.0	1.0	1.0	1.0	-1	gnps_motif_38.m2m,gnps_motif_43.m2m,gnps_motif_49.m2m	
10542	cosine	10542	0.0	1.0	1.0	1.0	-1		
4062	cosine	4062	0.0	1.0	1.0	1.0	-1		
329	cosine	329	0.0	1.0	1.0	1.0	-1	urine_mass2motif_272.m2m,gnps_motif_14.m2m	
6308	cosine	6308	0.0	1.0	1.0	1.0	-1		
9424	cosine	9424	0.0	1.0	1.0	1.0	-1		
9340	cosine	9340	0.0	1.0	1.0	1.0	-1		
12196	cosine	12196	0.0	1.0	1.0	1.0	-1		
6914	cosine	6914	0.0	1.0	1.0	1.0	-1		
3441	cosine	3441	0.0	1.0	1.0	1.0	-1	gnps_motif_38.m2m	
8324	cosine	8324	0.0	1.0	1.0	1.0	-1	gnps_motif_52.m2m	
6175	cosine	6175	0.0	1.0	1.0	1.0	-1		
9767	cosine	9767	0.0	1.0	1.0	1.0	-1		
324	cosine	324	0.0	1.0	1.0	1.0	-1		
2450	cosine	2450	0.0	1.0	1.0	1.0	-1		
3159	cosine	3159	0.0	1.0	1.0	1.0	-1		
7657	cosine	7657	0.0	1.0	1.0	1.0	-1		
5079	cosine	5079	0.0	1.0	1.0	1.0	-1		
9107	cosine	9107	0.0	1.0	1.0	1.0	-1		
9167	cosine	9167	0.0	1.0	1.0	1.0	-1		
3701	cosine	3701	0.0	1.0	1.0	1.0	-1	gnps_motif_19.m2m	
390	cosine	390	0.0	1.0	1.0	1.0	-1		
274	cosine	274	0.0	1.0	1.0	1.0	-1	gnps_motif_24.m2m	
477	cosine	477	0.0	1.0	1.0	1.0	-1	gnps_motif_24.m2m	
612	cosine	612	0.0	1.0	1.0	1.0	-1		
788	cosine	788	0.0	1.0	1.0	1.0	-1		
4051	cosine	4051	0.0	1.0	1.0	1.0	-1		
8296	cosine	8296	0.0	1.0	1.0	1.0	-1		
7019	cosine	7019	0.0	1.0	1.0	1.0	-1		
3807	cosine	3807	0.0	1.0	1.0	1.0	-1	gnps_motif_38.m2m	
13369	cosine	13369	0.0	1.0	1.0	1.0	-1		
10031	cosine	10031	0.0	1.0	1.0	1.0	-1		
11843	cosine	11843	0.0	1.0	1.0	1.0	-1		
11187	cosine	11187	0.0	1.0	1.0	1.0	-1		
879	cosine	879	0.0	1.0	1.0	1.0	-1		
1919	cosine	1919	0.0	1.0	1.0	1.0	-1		
2254	cosine	2254	0.0	1.0	1.0	1.0	-1		
1007	cosine	1007	0.0	1.0	1.0	1.0	-1		
1406	cosine	1406	0.0	1.0	1.0	1.0	-1		
1217	cosine	1217	0.0	1.0	1.0	1.0	-1	gnps_motif_14.m2m	
9619	cosine	9619	0.0	1.0	1.0	1.0	-1	gnps_motif_52.m2m	
2170	cosine	2170	0.0	1.0	1.0	1.0	-1		
3933	cosine	3933	0.0	1.0	1.0	1.0	-1		
597	cosine	597	0.0	1.0	1.0	1.0	-1		
634	cosine	634	0.0	1.0	1.0	1.0	-1		
1759	cosine	1759	0.0	1.0	1.0	1.0	-1		
8683	cosine	8683	0.0	1.0	1.0	1.0	-1		
13917	cosine	13917	0.0	1.0	1.0	1.0	-1		
1345	cosine	1345	0.0	1.0	1.0	1.0	-1	mb_motif_14.m2m	
560	cosine	560	0.0	1.0	1.0	1.0	-1		
530	cosine	530	0.0	1.0	1.0	1.0	-1		
734	cosine	734	0.0	1.0	1.0	1.0	-1		
2390	cosine	2390	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
1292	cosine	1292	0.0	1.0	1.0	1.0	-1		
9336	cosine	9336	0.0	1.0	1.0	1.0	-1	gnps_motif_17.m2m	
11304	cosine	11304	0.0	1.0	1.0	1.0	-1		
9443	cosine	9443	0.0	1.0	1.0	1.0	-1		
9757	cosine	9757	0.0	1.0	1.0	1.0	-1		
1470	cosine	1470	0.0	1.0	1.0	1.0	-1		
747	cosine	747	0.0	1.0	1.0	1.0	-1	urine_mass2motif_213.m2m	
347	cosine	347	0.0	1.0	1.0	1.0	-1		
1404	cosine	1404	0.0	1.0	1.0	1.0	-1	urine_mass2motif_213.m2m	
2438	cosine	2438	0.0	1.0	1.0	1.0	-1		
3155	cosine	3155	0.0	1.0	1.0	1.0	-1		
847	cosine	847	0.0	1.0	1.0	1.0	-1	gnps_motif_14.m2m	
7613	cosine	7613	0.0	1.0	1.0	1.0	-1		
9216	cosine	9216	0.0	1.0	1.0	1.0	-1		
9342	cosine	9342	0.0	1.0	1.0	1.0	-1		
5199	cosine	5199	0.0	1.0	1.0	1.0	-1		
11870	cosine	11870	0.0	1.0	1.0	1.0	-1		
8019	cosine	8019	0.0	1.0	1.0	1.0	-1		
7716	cosine	7716	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
11874	cosine	11874	0.0	1.0	1.0	1.0	-1		
11351	cosine	11351	0.0	1.0	1.0	1.0	-1		
139	cosine	139	0.0	1.0	1.0	1.0	-1	gnps_motif_44.m2m	
8224	cosine	8224	0.0	1.0	1.0	1.0	-1		
9397	cosine	9397	0.0	1.0	1.0	1.0	-1		
6453	cosine	6453	0.0	1.0	1.0	1.0	-1	gnps_motif_38.m2m	
4803	cosine	4803	0.0	1.0	1.0	1.0	-1	gnps_motif_43.m2m	
1626	cosine	1626	0.0	1.0	1.0	1.0	-1		
2232	cosine	2232	0.0	1.0	1.0	1.0	-1		
1660	cosine	1660	0.0	1.0	1.0	1.0	-1		
1953	cosine	1953	0.0	1.0	1.0	1.0	-1		
1467	cosine	1467	0.0	1.0	1.0	1.0	-1		
3373	cosine	3373	0.0	1.0	1.0	1.0	-1	gnps_motif_43.m2m	
2903	cosine	2903	0.0	1.0	1.0	1.0	-1		
6577	cosine	6577	0.0	1.0	1.0	1.0	-1		
9182	cosine	9182	0.0	1.0	1.0	1.0	-1		
8466	cosine	8466	0.0	1.0	1.0	1.0	-1		
2839	cosine	2839	0.0	1.0	1.0	1.0	-1		
9595	cosine	9595	0.0	1.0	1.0	1.0	-1		
10383	cosine	10383	0.0	1.0	1.0	1.0	-1	gnps_motif_43.m2m	
10009	cosine	10009	0.0	1.0	1.0	1.0	-1		
8503	cosine	8503	0.0	1.0	1.0	1.0	-1	gnps_motif_43.m2m	
6664	cosine	6664	0.0	1.0	1.0	1.0	-1	gnps_motif_43.m2m	
3359	cosine	3359	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
10834	cosine	10834	0.0	1.0	1.0	1.0	-1		
12421	cosine	12421	0.0	1.0	1.0	1.0	-1		
12749	cosine	12749	0.0	1.0	1.0	1.0	-1		
13167	cosine	13167	0.0	1.0	1.0	1.0	-1		
2922	cosine	2922	0.0	1.0	1.0	1.0	-1		
83	cosine	83	0.0	1.0	1.0	1.0	-1	urine_mass2motif_115.m2m	
9528	cosine	9528	0.0	1.0	1.0	1.0	-1		
1359	cosine	1359	0.0	1.0	1.0	1.0	-1		
4453	cosine	4453	0.0	1.0	1.0	1.0	-1		
4118	cosine	4118	0.0	1.0	1.0	1.0	-1		
4663	cosine	4663	0.0	1.0	1.0	1.0	-1		
11656	cosine	11656	0.0	1.0	1.0	1.0	-1		
2084	cosine	2084	0.0	1.0	1.0	1.0	-1		
857	cosine	857	0.0	1.0	1.0	1.0	-1		
3068	cosine	3068	0.0	1.0	1.0	1.0	-1		
2950	cosine	2950	0.0	1.0	1.0	1.0	-1		
758	cosine	758	0.0	1.0	1.0	1.0	-1		
1232	cosine	1232	0.0	1.0	1.0	1.0	-1		
1863	cosine	1863	0.0	1.0	1.0	1.0	-1		
2203	cosine	2203	0.0	1.0	1.0	1.0	-1		
2832	cosine	2832	0.0	1.0	1.0	1.0	-1		
10101	cosine	10101	0.0	1.0	1.0	1.0	-1		
12384	cosine	12384	0.0	1.0	1.0	1.0	-1		
3282	cosine	3282	0.0	1.0	1.0	1.0	-1		
7225	cosine	7225	0.0	1.0	1.0	1.0	-1		
8420	cosine	8420	0.0	1.0	1.0	1.0	-1		
7904	cosine	7904	0.0	1.0	1.0	1.0	-1		
6918	cosine	6918	0.0	1.0	1.0	1.0	-1		
1981	cosine	1981	0.0	1.0	1.0	1.0	-1		
1632	cosine	1632	0.0	1.0	1.0	1.0	-1		
7931	cosine	7931	0.0	1.0	1.0	1.0	-1		
3576	cosine	3576	0.0	1.0	1.0	1.0	-1		
5816	cosine	5816	0.0	1.0	1.0	1.0	-1		
9117	cosine	9117	0.0	1.0	1.0	1.0	-1	gnps_motif_43.m2m	
12183	cosine	12183	0.0	1.0	1.0	1.0	-1		
9442	cosine	9442	0.0	1.0	1.0	1.0	-1		
12059	cosine	12059	0.0	1.0	1.0	1.0	-1		
13902	cosine	13902	0.0	1.0	1.0	1.0	-1		
192	cosine	192	0.0	1.0	1.0	1.0	-1	urine_mass2motif_115.m2m	
638	cosine	638	0.0	1.0	1.0	1.0	-1	gnps_motif_38.m2m	
419	cosine	419	0.0	1.0	1.0	1.0	-1	gnps_motif_38.m2m	
5069	cosine	5069	0.0	1.0	1.0	1.0	-1		
3472	cosine	3472	0.0	1.0	1.0	1.0	-1		
1413	cosine	1413	0.0	1.0	1.0	1.0	-1		
6485	cosine	6485	0.0	1.0	1.0	1.0	-1		
8319	cosine	8319	0.0	1.0	1.0	1.0	-1		
3783	cosine	3783	0.0	1.0	1.0	1.0	-1		
10405	cosine	10405	0.0	1.0	1.0	1.0	-1	gnps_motif_52.m2m	
2348	cosine	2348	0.0	1.0	1.0	1.0	-1	gnps_motif_59.m2m	
5532	cosine	5532	0.0	1.0	1.0	1.0	-1		
507	cosine	507	0.0	1.0	1.0	1.0	-1		
10044	cosine	10044	0.0	1.0	1.0	1.0	-1		
9580	cosine	9580	0.0	1.0	1.0	1.0	-1	gnps_motif_56.m2m	
5862	cosine	5862	0.0	1.0	1.0	1.0	-1		
7798	cosine	7798	0.0	1.0	1.0	1.0	-1		
10413	cosine	10413	0.0	1.0	1.0	1.0	-1		
13619	cosine	13619	0.0	1.0	1.0	1.0	-1		
10776	cosine	10776	0.0	1.0	1.0	1.0	-1		
13104	cosine	13104	0.0	1.0	1.0	1.0	-1		
11735	cosine	11735	0.0	1.0	1.0	1.0	-1		
676	cosine	676	0.0	1.0	1.0	1.0	-1	urine_mass2motif_213.m2m	
2347	cosine	2347	0.0	1.0	1.0	1.0	-1		
3365	cosine	3365	0.0	1.0	1.0	1.0	-1		
3013	cosine	3013	0.0	1.0	1.0	1.0	-1		
5797	cosine	5797	0.0	1.0	1.0	1.0	-1		
11991	cosine	11991	0.0	1.0	1.0	1.0	-1	urine_mass2motif_229.m2m	
701	cosine	701	0.0	1.0	1.0	1.0	-1		
5774	cosine	5774	0.0	1.0	1.0	1.0	-1		
6480	cosine	6480	0.0	1.0	1.0	1.0	-1		
4482	cosine	4482	0.0	1.0	1.0	1.0	-1		
5448	cosine	5448	0.0	1.0	1.0	1.0	-1	gnps_motif_49.m2m	
246	cosine	246	0.0	1.0	1.0	1.0	-1		
8088	cosine	8088	0.0	1.0	1.0	1.0	-1		
1169	cosine	1169	0.0	1.0	1.0	1.0	-1		
8028	cosine	8028	0.0	1.0	1.0	1.0	-1		
9298	cosine	9298	0.0	1.0	1.0	1.0	-1		
10253	cosine	10253	0.0	1.0	1.0	1.0	-1		
8190	cosine	8190	0.0	1.0	1.0	1.0	-1		
1631	cosine	1631	0.0	1.0	1.0	1.0	-1		
7809	cosine	7809	0.0	1.0	1.0	1.0	-1		
147	cosine	147	0.0	1.0	1.0	1.0	-1		
1328	cosine	1328	0.0	1.0	1.0	1.0	-1		
2760	cosine	2760	0.0	1.0	1.0	1.0	-1		
565	cosine	565	0.0	1.0	1.0	1.0	-1		
910	cosine	910	0.0	1.0	1.0	1.0	-1		
4167	cosine	4167	0.0	1.0	1.0	1.0	-1	gnps_motif_170.m2m	
4893	cosine	4893	0.0	1.0	1.0	1.0	-1		
6768	cosine	6768	0.0	1.0	1.0	1.0	-1		
9546	cosine	9546	0.0	1.0	1.0	1.0	-1		
6367	cosine	6367	0.0	1.0	1.0	1.0	-1		
8039	cosine	8039	0.0	1.0	1.0	1.0	-1		
141	cosine	141	0.0	1.0	1.0	1.0	-1	gnps_motif_3.m2m	
4336	cosine	4336	0.0	1.0	1.0	1.0	-1		
5365	cosine	5365	0.0	1.0	1.0	1.0	-1	gnps_motif_43.m2m	
7708	cosine	7708	0.0	1.0	1.0	1.0	-1		
6788	cosine	6788	0.0	1.0	1.0	1.0	-1		
10167	cosine	10167	0.0	1.0	1.0	1.0	-1		
7697	cosine	7697	0.0	1.0	1.0	1.0	-1		
11903	cosine	11903	0.0	1.0	1.0	1.0	-1		
13795	cosine	13795	0.0	1.0	1.0	1.0	-1		
13582	cosine	13582	0.0	1.0	1.0	1.0	-1		
13038	cosine	13038	0.0	1.0	1.0	1.0	-1		
14489	cosine	14489	0.0	1.0	1.0	1.0	-1		
9474	cosine	9474	0.0	1.0	1.0	1.0	-1		
12117	cosine	12117	0.0	1.0	1.0	1.0	-1		
13664	cosine	13664	0.0	1.0	1.0	1.0	-1		
5648	cosine	5648	0.0	1.0	1.0	1.0	-1		
7788	cosine	7788	0.0	1.0	1.0	1.0	-1		
1085	cosine	1085	0.0	1.0	1.0	1.0	-1		
2035	cosine	2035	0.0	1.0	1.0	1.0	-1		
2345	cosine	2345	0.0	1.0	1.0	1.0	-1		
3178	cosine	3178	0.0	1.0	1.0	1.0	-1		
665	cosine	665	0.0	1.0	1.0	1.0	-1	gnps_motif_7.m2m	
4488	cosine	4488	0.0	1.0	1.0	1.0	-1		
9837	cosine	9837	0.0	1.0	1.0	1.0	-1		
8937	cosine	8937	0.0	1.0	1.0	1.0	-1		
7653	cosine	7653	0.0	1.0	1.0	1.0	-1		
8556	cosine	8556	0.0	1.0	1.0	1.0	-1		
13280	cosine	13280	0.0	1.0	1.0	1.0	-1		
2615	cosine	2615	0.0	1.0	1.0	1.0	-1		
3076	cosine	3076	0.0	1.0	1.0	1.0	-1	mb_motif_14.m2m	
1821	cosine	1821	0.0	1.0	1.0	1.0	-1		
7908	cosine	7908	0.0	1.0	1.0	1.0	-1		
13225	cosine	13225	0.0	1.0	1.0	1.0	-1		
10664	cosine	10664	0.0	1.0	1.0	1.0	-1		
10818	cosine	10818	0.0	1.0	1.0	1.0	-1		
11966	cosine	11966	0.0	1.0	1.0	1.0	-1		
12340	cosine	12340	0.0	1.0	1.0	1.0	-1		
10243	cosine	10243	0.0	1.0	1.0	1.0	-1		
10469	cosine	10469	0.0	1.0	1.0	1.0	-1		
2077	cosine	2077	0.0	1.0	1.0	1.0	-1		
49	cosine	49	0.0	1.0	1.0	1.0	-1		
8354	cosine	8354	0.0	1.0	1.0	1.0	-1		
863	cosine	863	0.0	1.0	1.0	1.0	-1	gnps_motif_3.m2m	
9143	cosine	9143	0.0	1.0	1.0	1.0	-1		
10329	cosine	10329	0.0	1.0	1.0	1.0	-1		
9381	cosine	9381	0.0	1.0	1.0	1.0	-1		
13008	cosine	13008	0.0	1.0	1.0	1.0	-1		
14144	cosine	14144	0.0	1.0	1.0	1.0	-1		
8798	cosine	8798	0.0	1.0	1.0	1.0	-1		
7706	cosine	7706	0.0	1.0	1.0	1.0	-1		
7027	cosine	7027	0.0	1.0	1.0	1.0	-1		
12536	cosine	12536	0.0	1.0	1.0	1.0	-1		
11121	cosine	11121	0.0	1.0	1.0	1.0	-1		
11534	cosine	11534	0.0	1.0	1.0	1.0	-1		
11927	cosine	11927	0.0	1.0	1.0	1.0	-1		
9402	cosine	9402	0.0	1.0	1.0	1.0	-1		
8052	cosine	8052	0.0	1.0	1.0	1.0	-1		
13881	cosine	13881	0.0	1.0	1.0	1.0	-1		
9080	cosine	9080	0.0	1.0	1.0	1.0	-1		
46	cosine	46	0.0	1.0	1.0	1.0	-1	gnps_motif_7.m2m	
10410	cosine	10410	0.0	1.0	1.0	1.0	-1		
9061	cosine	9061	0.0	1.0	1.0	1.0	-1		
929	cosine	929	0.0	1.0	1.0	1.0	-1		
1151	cosine	1151	0.0	1.0	1.0	1.0	-1		
1543	cosine	1543	0.0	1.0	1.0	1.0	-1		
2317	cosine	2317	0.0	1.0	1.0	1.0	-1		
2018	cosine	2018	0.0	1.0	1.0	1.0	-1		
3149	cosine	3149	0.0	1.0	1.0	1.0	-1		
4060	cosine	4060	0.0	1.0	1.0	1.0	-1		
7881	cosine	7881	0.0	1.0	1.0	1.0	-1		
73	cosine	73	0.0	1.0	1.0	1.0	-1	gnps_motif_59.m2m	
3613	cosine	3613	0.0	1.0	1.0	1.0	-1		
7619	cosine	7619	0.0	1.0	1.0	1.0	-1		
3363	cosine	3363	0.0	1.0	1.0	1.0	-1		
4355	cosine	4355	0.0	1.0	1.0	1.0	-1		
8786	cosine	8786	0.0	1.0	1.0	1.0	-1		
9441	cosine	9441	0.0	1.0	1.0	1.0	-1		
9098	cosine	9098	0.0	1.0	1.0	1.0	-1		
12197	cosine	12197	0.0	1.0	1.0	1.0	-1		
9159	cosine	9159	0.0	1.0	1.0	1.0	-1		
10784	cosine	10784	0.0	1.0	1.0	1.0	-1		
8244	cosine	8244	0.0	1.0	1.0	1.0	-1		
11571	cosine	11571	0.0	1.0	1.0	1.0	-1		
12650	cosine	12650	0.0	1.0	1.0	1.0	-1		
143	cosine	143	0.0	1.0	1.0	1.0	-1		
17	cosine	17	0.0	1.0	1.0	1.0	-1	gnps_motif_44.m2m	
10552	cosine	10552	0.0	1.0	1.0	1.0	-1		
57	cosine	57	0.0	1.0	1.0	1.0	-1		
3492	cosine	3492	0.0	1.0	1.0	1.0	-1		
265	cosine	265	0.0	1.0	1.0	1.0	-1		
706	cosine	706	0.0	1.0	1.0	1.0	-1		
770	cosine	770	0.0	1.0	1.0	1.0	-1		
1220	cosine	1220	0.0	1.0	1.0	1.0	-1		
3237	cosine	3237	0.0	1.0	1.0	1.0	-1		
3946	cosine	3946	0.0	1.0	1.0	1.0	-1		
7240	cosine	7240	0.0	1.0	1.0	1.0	-1	gnps_motif_56.m2m	
6150	cosine	6150	0.0	1.0	1.0	1.0	-1		
5776	cosine	5776	0.0	1.0	1.0	1.0	-1		
4586	cosine	4586	0.0	1.0	1.0	1.0	-1		
9369	cosine	9369	0.0	1.0	1.0	1.0	-1		
10122	cosine	10122	0.0	1.0	1.0	1.0	-1		
5003	cosine	5003	0.0	1.0	1.0	1.0	-1	gnps_motif_52.m2m,gnps_motif_3.m2m	
10959	cosine	10959	0.0	1.0	1.0	1.0	-1		
9701	cosine	9701	0.0	1.0	1.0	1.0	-1		
9433	cosine	9433	0.0	1.0	1.0	1.0	-1		
10317	cosine	10317	0.0	1.0	1.0	1.0	-1		
9221	cosine	9221	0.0	1.0	1.0	1.0	-1		
13013	cosine	13013	0.0	1.0	1.0	1.0	-1		
11510	cosine	11510	0.0	1.0	1.0	1.0	-1		
9686	cosine	9686	0.0	1.0	1.0	1.0	-1		
13932	cosine	13932	0.0	1.0	1.0	1.0	-1		
9044	cosine	9044	0.0	1.0	1.0	1.0	-1		
10286	cosine	10286	0.0	1.0	1.0	1.0	-1		
468	cosine	468	0.0	1.0	1.0	1.0	-1	gnps_motif_47.m2m	
679	cosine	679	0.0	1.0	1.0	1.0	-1	gnps_motif_38.m2m	
532	cosine	532	0.0	1.0	1.0	1.0	-1		
9176	cosine	9176	0.0	1.0	1.0	1.0	-1		
13151	cosine	13151	0.0	1.0	1.0	1.0	-1		
9027	cosine	9027	0.0	1.0	1.0	1.0	-1		
11455	cosine	11455	0.0	1.0	1.0	1.0	-1		
8060	cosine	8060	0.0	1.0	1.0	1.0	-1	gnps_motif_48.m2m	
123	cosine	123	0.0	1.0	1.0	1.0	-1	gnps_motif_47.m2m	
4909	cosine	4909	0.0	1.0	1.0	1.0	-1		
2992	cosine	2992	0.0	1.0	1.0	1.0	-1		
8530	cosine	8530	0.0	1.0	1.0	1.0	-1		
10302	cosine	10302	0.0	1.0	1.0	1.0	-1		
6779	cosine	6779	0.0	1.0	1.0	1.0	-1		
10189	cosine	10189	0.0	1.0	1.0	1.0	-1		
6748	cosine	6748	0.0	1.0	1.0	1.0	-1		
8504	cosine	8504	0.0	1.0	1.0	1.0	-1	gnps_motif_43.m2m	
10381	cosine	10381	0.0	1.0	1.0	1.0	-1		
10830	cosine	10830	0.0	1.0	1.0	1.0	-1		
11093	cosine	11093	0.0	1.0	1.0	1.0	-1		
13625	cosine	13625	0.0	1.0	1.0	1.0	-1		
12394	cosine	12394	0.0	1.0	1.0	1.0	-1		
69	cosine	69	0.0	1.0	1.0	1.0	-1		
7793	cosine	7793	0.0	1.0	1.0	1.0	-1		
8012	cosine	8012	0.0	1.0	1.0	1.0	-1	gnps_motif_48.m2m	
3931	cosine	3931	0.0	1.0	1.0	1.0	-1		
528	cosine	528	0.0	1.0	1.0	1.0	-1		
625	cosine	625	0.0	1.0	1.0	1.0	-1		
6464	cosine	6464	0.0	1.0	1.0	1.0	-1		
4934	cosine	4934	0.0	1.0	1.0	1.0	-1		
10215	cosine	10215	0.0	1.0	1.0	1.0	-1		
13088	cosine	13088	0.0	1.0	1.0	1.0	-1		
8731	cosine	8731	0.0	1.0	1.0	1.0	-1		
1021	cosine	1021	0.0	1.0	1.0	1.0	-1	gnps_motif_44.m2m	
9560	cosine	9560	0.0	1.0	1.0	1.0	-1		
5196	cosine	5196	0.0	1.0	1.0	1.0	-1		
2620	cosine	2620	0.0	1.0	1.0	1.0	-1		
3433	cosine	3433	0.0	1.0	1.0	1.0	-1		
2425	cosine	2425	0.0	1.0	1.0	1.0	-1		
7905	cosine	7905	0.0	1.0	1.0	1.0	-1		
9375	cosine	9375	0.0	1.0	1.0	1.0	-1		
8287	cosine	8287	0.0	1.0	1.0	1.0	-1	gnps_motif_48.m2m	
10351	cosine	10351	0.0	1.0	1.0	1.0	-1		
9567	cosine	9567	0.0	1.0	1.0	1.0	-1		
6862	cosine	6862	0.0	1.0	1.0	1.0	-1		
9314	cosine	9314	0.0	1.0	1.0	1.0	-1		
13209	cosine	13209	0.0	1.0	1.0	1.0	-1		
8990	cosine	8990	0.0	1.0	1.0	1.0	-1		
